,brand,product,price,rating,rating_counts,link,material_info
674,Mr Bowerbird,Garment dyed Field Jacket,2449,"3.6
|
174","|
174",https://www.myntra.com/jackets/mr-bowerbird/mr-bowerbird-men-black-1941-garment-dyed-field-jacket/12264646/buy,"Material: 97.5% Cotton, 2.5% elastane
Machine Wash"
675,Celio,Longline Quilted Jacket,4199,,,https://www.myntra.com/jackets/celio/celio-men-black-quilted-jacket/19014198/buy,Machine Wash
676,KETCH,Men Solid Sweatshirt,539,,,https://www.myntra.com/sweatshirts/ketch/ketch-men-navy-blue-hooded-solid-sweatshirt/20303162/buy,"Polyester
Machine wash"
677,Roadster,Men Solid Sweatshirt,1034,"4.3
|
835","|
835",https://www.myntra.com/sweatshirts/roadster/roadster-men-black-solid-hooded-sweatshirt/6510138/buy,"Cotton blend
Machine-wash"
678,HRX by Hrithik Roshan,Outdoor Hooded Solid Jacket,1319,"3.8
|
686","|
686",https://www.myntra.com/jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-navy-blue-outdoor-hooded-solid-jacket/9445533/buy,"Knit Jacket
Fabric: 100% polyester
Machine-wash"
679,Allen Solly,Men Solid Sweatshirt,1189,"4.5
|
79","|
79",https://www.myntra.com/sweatshirts/allen-solly/allen-solly-men-blue-solid-sweatshirt/20359640/buy,"60% Cotton, 40% Polyester
Machine wash"
680,KETCH,Men Solid Sweatshirt,558,"4
|
3","|
3",https://www.myntra.com/sweatshirts/ketch/ketch-men-grey-solid-hooded-sweatshirt/20456434/buy,"Polyester
Machine wash"
681,Red Chief,Men Biker Jacket,3539,,,https://www.myntra.com/jackets/red-chief/red-chief-men-olive-green-biker-jacket/21001112/buy,"Polyester
Dry Clean"
682,Mast & Harbour,Men Solid Puffer Jacket,1664,"2.9
|
222","|
222",https://www.myntra.com/jackets/mast--harbour/mast--harbour-men-beige-solid-puffer-jacket/5633447/buy,"100% polyester
Machine-wash"
683,HRX by Hrithik Roshan,Football Rapid-Dry Jacket,1199,"3.5
|
63","|
63",https://www.myntra.com/jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-football-rapid-dry-sporty-jacket/18195410/buy,"Outer shell: 100% Polyester
Lining fabric: Mesh
Machine wash"
684,Roadster,Men Reversible Bomber Jacket,1319,"4.2
|
1k","|
1k",https://www.myntra.com/jackets/roadster/the-roadster-lifestyle-co-men-maroon--black-checked-reversible-bomber-jacket/9563921/buy,"Shell 1: 100% cotton
Shell 2 : 52% cotton and 48% polyester
Machine Wash"
685,Pierre Carlo,Typography Varsity Jacket,2759,"3.4
|
5","|
5",https://www.myntra.com/jackets/pierre-carlo/pierre-carlo-men-navy-blue--white-typography-varsity-jacket/21194480/buy,"100% POLYESTER, Dry Clean"
686,HRX by Hrithik Roshan,Football Rapid-Dry Jackets,1649,"4.1
|
250","|
250",https://www.myntra.com/jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-football-men-oxy-fire-rapid-dry-solid-sports-jacket/14281600/buy,"Polyester
Machine-wash"
687,WROGN,Men Solid Bomber Jacket,2114,"4
|
273","|
273",https://www.myntra.com/jackets/wrogn/wrogn-men-black-solid-bomber-jacket/6832187/buy,"Polyester
Dry-clean"
688,Flying Machine,Colourblocked Lightweight Bomber Jacket,3464,"4.1
|
31","|
31",https://www.myntra.com/jackets/flying-machine/flying-machine-men-mustard-yellow--grey-colourblocked-lightweight-bomber-jacket/19246078/buy,"100% Polyester
Hand Wash"
689,ADIDAS,M GMDY FZ HD Sporty Jacket,3799,"4.6
|
27","|
27",https://www.myntra.com/jackets/adidas/adidas-men-m-gmdy-fz-hd-solid-sporty-jacket/18527354/buy,"59% Polyester, 41% Cotton
Machine wash"
690,Calvin Klein Jeans,Men Embroidered Sweatshirt,5699,,,https://www.myntra.com/sweatshirts/calvin-klein-jeans/calvin-klein-jeans-men-black-solid-embroidered-pullover-sweatshirt/18828044/buy,"70% Cotton, 30% Polyester
Handwash Only"
691,Allen Solly,Men Printed Sweatshirt,1104,"4.5
|
146","|
146",https://www.myntra.com/sweatshirts/allen-solly/allen-solly-men-navy-blue-brand-logo-printed-sweatshirt/20359624/buy,"60% Cotton, 40%Polyester
Machine wash"
692,High Star,Washed Denim Jacket,1049,"3.6
|
60","|
60",https://www.myntra.com/jackets/high-star/high-star-men-grey-washed-denim-jacket/20867456/buy,"99%Cotton,1%Polyester
Machine wash"
